Word,Root,Gloss,Morphemes,Line Numbers
халбайгыже,,,"['ал (ability)', 'ба (negative)', 'гы (adjectival)', 'же (allative)']",1411C
димзенген,,,"['им (posessive 1st singular)', 'ен (reflexive)', 'ген (postlocative)']",1411C
аӊгайгыже,а,but,"['гай (optative)', 'гы (adjectival)', 'же (allative)']",1412C
үзүлгүже,,,"['зү (verbalizer)', 'же (allative)']",1412C
кашпыйган,каш,"1. how much, how many, 2. several, some",['ган (participle)'],1412C
айның,ай,"1. month, 2. moon",['ның (genitive)'],1414C
шалыра,,,"['ал (ability)', 'ыр (verbal noun)']",1414C
аы,а,but,[],1415C
чылгап,чыл,year,['га (dative)'],1415C
хемирип,хем,river,"['ир (participle)', 'ип (circumstantial)']","1415C, 1725C"
дүрзүнчүдү,дүрзү,shape,"['чү (verbalizer)', 'дү (past tense)']",1416C
хүнге,хүн,sunny,['ге (dative)'],1416C
дөгеленип,,,"['ге (dative)', 'ен (reflexive)', 'ип (circumstantial)']","1416C, 1534C"
уауп,,,['уп (circumstantial)'],1417C
хүнзээр,хүн,sunny,[],1417C
сактыр,сактыр,remember,[],1417C
шыктыг,шык,wet,['ыг (nominalizer)'],1417C
чылыг,чылыг,warm,[],1417C
элеӊ,,,['ле (verbalizer)'],"1419C, 1504C, 1561C"
тендиӊ,тен,thorn,['ди (past tense)'],"1419C, 1474C, 1504C, 1561C"
херлип,,,"['ер (verbal noun)', 'ип (circumstantial)']","1419C, 1504C"
пак,,,['ак (nominalizer)'],1420C
чалымныӊ,ча,bow,"['ым (posessive 1st singular)', 'ны (accusative)']","1420C, 1428C"
серте,,,"['ер (verbal noun)', 'те (verbalizer)']",1421C
сергежигешти,серге,"goat, castrated","['жигеш (nominalizer)', 'ти (past tense)']",1422C
шиитпирлеп,шиитпир,solution,['ле (verbalizer)'],1423C
үндүрбес,үн,voice,"['дүр (copulative)', 'бе (negative)']",1424C
чаштынмы,чаш,"little, young, new",['ын (reflexive)'],1424C
шаан,,,['ан (participle)'],1425C
дакпыжап,,,['ак (nominalizer)'],1425C
чылганып,чыл,year,"['ган (participle)', 'ып (circumstantial)']",1425C
дазайтыр,,,"['да (verbalizer)', 'за (verbalizer)', 'тыр (causative)']",1425C
үнгеп,үн,voice,['ге (dative)'],1425C
дый,,,['ды (past tense)'],1426C
сергек,серге,"goat, castrated",[],"1426C, 1507C"
кашпагай,кашпагай,agility,[],"1426C, 1507C"
кудуруун,куду,down,['ун (reflexive)'],"1427C, 1503C"
мунупкаш,,,"['ун (reflexive)', 'уп (circumstantial)', 'каш (gerund prior action (after since having done) or circumstantial)']",1427C
өлүрүкчү,өлүрүкчү,murderer,[],"1427C, 1512C, 1530C"
дайзынны,дайзын,enemy,['ны (accusative)'],1428C
какпак,,,"['ак (nominalizer)', 'ак (nominalizer)']","1428C, 1478C, 1533C"
бөрүдүве,,,['дүве (allative)'],1429C
хаяга,,,['га (dative)'],1429C
мыйызын,,,['зын (verbalizer)'],1430C
шалып,,,"['ал (ability)', 'ып (circumstantial)']",1430C
өөрүшкүзү,өөрүшкү,joy,['зү (verbalizer)'],"1431C, 1471C"
караӊгылап,кара,dark blue,['гыла (iterative aspect)'],"1431C, 1472C"
сергежигешче,серге,"goat, castrated","['жигеш (nominalizer)', 'че (allative)']","1432C, 1530C"
бодууну,бод,self,['ну (accusative)'],1434C
шык,шык,wet,[],1434C
сыырыптар,,,"['сы (verbalizer)', 'ыр (verbal noun)', 'ып (circumstantial)', 'ар (verbal noun)']",1435C
ынчалза,ынчал,please,['за (verbalizer)'],"1437C, 1448C, 1456C, 1464C, 1497C"
тыңӊныр,,,"['тың (genitive)', 'ыр (verbal noun)']",1438C
бистиг,бис,we,['ти (past tense)'],1438C
доӊтулче,,,"['ул (particle)', 'че (allative)']",1438C
довӊгураан,,,"['ур (aorist)', 'ан (participle)']",1438C
ачылап,ачылап,hire,[],"1439C, 1442C, 1449C, 1452C, 1457C, 1460C, 1466C, 1469C, 1486C"
эккелзинзе,,,"['ке (dative)', 'зин (volitive 3rd singular)', 'зе (verbalizer)']",1439C
гулду,,,"['ул (particle)', 'ду (past tense)']",1442C
доӊтураан,,,"['тур (evidential)', 'ан (participle)']",1442C
доӊтулга,,,"['ту (past tense)', 'лга (nominalizer)']",1444C
аагда,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase",['да (verbalizer)'],1445C
сергежигештин,серге,"goat, castrated","['жигеш (nominalizer)', 'ин (reflexive)']",1445C
жек,,,['ек (nominalizer)'],1446C
доӊгурааӊны,,,"['ур (aorist)', 'ны (accusative)']",1446C
доӊтул,,,['ул (particle)'],"1446C, 1447C"
довӊгуракты,,,"['ур (aorist)', 'ак (nominalizer)', 'ты (past tense)']",1448C
шаптызы,шапты,blunt,['зы (verbalizer)'],1448C
кон,,,[],1448C
чуг,,,['уг (adjectival)'],1449C
чылдыйныӊ,чыл,year,"['ды (past tense)', 'ны (accusative)']","1449C, 1462C, 1477C, 1519C"
чаныызын,чан,side,['зын (verbalizer)'],"1449C, 1452C, 1459C, 1462C, 1477C, 1519C"
